0.000000000000000000e+00 1.767618414305616170e-05 -3.652482526376843452e-03 2.215999923646450043e-02 -1.246190816164016724e-02 -2.643294166773557663e-03 2.118415944278240204e-02 4.716348275542259216e-02 -3.089489229023456573e-02 -4.466534033417701721e-02 1.107745058834552765e-02 6.098509579896926880e-02 1.467700116336345673e-02 5.284771695733070374e-02 8.021951466798782349e-02 4.340395703911781311e-02 -5.799107253551483154e-02 -6.569999456405639648e-02 -7.935058325529098511e-02 -5.074816197156906128e-02 2.477369457483291626e-02 6.034582108259201050e-02 8.101759105920791626e-02 6.241773813962936401e-02 3.636698424816131592e-02 3.061315603554248810e-02 8.597019314765930176e-02 9.401400387287139893e-02 1.200862824916839600e-01 9.544198215007781982e-02 6.018051877617835999e-02 0.000000000000000000e+00 -8.100167661905288696e-02 -9.597367793321609497e-02 -8.877266198396682739e-02 -8.270677924156188965e-02 -1.149137988686561584e-01 -7.642599940299987793e-02 -6.414600461721420288e-02 1.595064066350460052e-03 4.149488732218742371e-02 4.393691197037696838e-02 7.980199158191680908e-02 7.190068066120147705e-02 8.853717893362045288e-02 1.601194888353347778e-01 7.450744509696960449e-02 8.729657530784606934e-02 3.672261163592338562e-02 4.654732532799243927e-03 6.966488063335418701e-02 9.044687449932098389e-02 1.303324997425079346e-01 9.184794872999191284e-02 1.521549671888351440e-01 1.633884161710739136e-01 1.586323529481887817e-01 1.413867175579071045e-01 1.427168101072311401e-01 1.131575256586074829e-01
6.193022057414054871e-02 5.151509121060371399e-02 5.984634160995483398e-02 5.954687297344207764e-02 3.579476475715637207e-02 5.776711925864219666e-02 4.562643542885780334e-02 5.457305535674095154e-02 4.094329476356506348e-02 -2.937370166182518005e-02 -9.795834310352802277e-03 5.609209463000297546e-02 2.656726539134979248e-02 3.063766844570636749e-02 4.194986820220947266e-02 1.056900992989540100e-01 -5.772892851382493973e-03 2.652371674776077271e-02 -4.207063466310501099e-02 -2.978290617465972900e-02 -1.974169164896011353e-02 3.031496517360210419e-02 1.092825159430503845e-01 2.042641863226890564e-02 1.046874932944774628e-02 -1.170282135717570782e-03 3.350874409079551697e-02 1.086099147796630859e-01 9.787730872631072998e-02 1.060642600059509277e-01 1.046255826950073242e-01 2.443142980337142944e-02 -7.963010668754577637e-02 -8.033565431833267212e-02 -5.900680273771286011e-02 -8.419777452945709229e-02 -6.790729612112045288e-02 -6.438151001930236816e-02 -4.150841757655143738e-02 -2.478957735002040863e-02 3.300416469573974609e-02 9.681291878223419189e-02 3.721422702074050903e-02 9.794226288795471191e-02 9.002241492271423340e-02 1.017718762159347534e-01 5.758790671825408936e-02 3.093862347304821014e-02 2.867499366402626038e-02 -2.864164672791957855e-02 2.602246822789311409e-03 4.147547483444213867e-02 7.207796722650527954e-02 1.371737569570541382e-01 1.254739165306091309e-01 1.459347754716873169e-01 1.786244362592697144e-01 1.739471703767776489e-01 1.587486714124679565e-01 1.408836841583251953e-01
6.928102672100067139e-02 4.841133952140808105e-02 5.063034966588020325e-02 7.837384939193725586e-02 6.725964695215225220e-02 9.743554890155792236e-02 5.636833980679512024e-02 4.910077527165412903e-02 2.108969725668430328e-02 5.053878203034400940e-02 7.812698930501937866e-02 1.151992306113243103e-01 5.111331492662429810e-02 6.993155181407928467e-02 6.612223386764526367e-02 8.452081680297851562e-02 2.728551998734474182e-02 7.883737795054912567e-03 -7.141924649477005005e-02 -5.722591280937194824e-02 -4.118305444717407227e-02 1.125680562108755112e-02 6.162881106138229370e-02 2.531232871115207672e-02 2.952316962182521820e-02 3.396687656641006470e-02 2.329417504370212555e-02 6.628338992595672607e-02 5.347165092825889587e-02 8.550848811864852905e-02 1.318208873271942139e-01 5.745404586195945740e-02 -2.190411649644374847e-02 -1.343260286375880241e-03 2.645568735897541046e-02 -4.514595493674278259e-02 -8.056425303220748901e-02 -7.555802166461944580e-02 -7.349111884832382202e-02 -3.639106824994087219e-02 -5.819514393806457520e-02 2.426148764789104462e-02 3.573753871023654938e-03 1.110780462622642517e-01 1.716153770685195923e-01 4.000371322035789490e-02 3.018643148243427277e-02 1.203679386526346207e-02 -2.883153501898050308e-03 -1.264317543245851994e-03 -3.636952117085456848e-02 4.243875388056039810e-03 2.207443676888942719e-02 1.387005001306533813e-01 1.497359275817871094e-01 1.309190690517425537e-01 1.287272125482559204e-01 1.485564708709716797e-01 1.278591305017471313e-01 1.510524600744247437e-01
1.020214259624481201e-01 4.994156584143638611e-02 6.024863198399543762e-02 9.720260649919509888e-02 9.527910500764846802e-02 6.599752604961395264e-02 6.036904081702232361e-02 5.157468095421791077e-02 6.591758131980895996e-02 1.148520484566688538e-01 1.314144730567932129e-01 1.534705013036727905e-01 7.385782897472381592e-02 4.927352070808410645e-02 6.294100731611251831e-02 3.164107725024223328e-02 -8.819364011287689209e-03 1.307506673038005829e-02 -3.735971823334693909e-02 -3.212958201766014099e-02 2.322961954632773995e-04 1.750482991337776184e-02 4.599417001008987427e-02 5.979306995868682861e-02 2.325607836246490479e-02 6.983257085084915161e-02 5.460007861256599426e-02 4.509207233786582947e-02 3.347126767039299011e-02 4.383111372590065002e-02 1.105583906173706055e-01 7.994818687438964844e-02 2.292438596487045288e-02 4.123213142156600952e-02 9.083296172320842743e-03 -5.056516453623771667e-02 -1.088348999619483948e-01 -1.039954945445060730e-01 -8.909837156534194946e-02 -1.095243692398071289e-01 -6.778033077716827393e-02 -2.311716228723526001e-02 1.885014399886131287e-02 7.667225599288940430e-02 8.843683451414108276e-02 7.188030518591403961e-03 -1.777571975253522396e-03 -2.206591330468654633e-02 -4.035496152937412262e-03 2.205286175012588501e-02 1.278700586408376694e-02 -3.355811908841133118e-02 6.283874064683914185e-02 6.823635846376419067e-02 5.693767219781875610e-02 5.235943570733070374e-02 4.056794196367263794e-02 4.023587331175804138e-02 1.121673732995986938e-01 1.385354250669479370e-01
6.794483214616775513e-02 1.793693751096725464e-02 4.170336946845054626e-02 8.194274455308914185e-02 4.754776880145072937e-02 6.806122511625289917e-02 7.380694895982742310e-02 7.663001120090484619e-02 7.505822181701660156e-02 1.254319548606872559e-01 1.205794662237167358e-01 1.278459131717681885e-01 6.792759150266647339e-02 -3.134128870442509651e-03 3.080734051764011383e-02 4.207227006554603577e-02 -1.022324059158563614e-02 -8.532269857823848724e-03 6.547604501247406006e-02 2.491542510688304901e-02 9.581064432859420776e-02 1.009983271360397339e-01 1.420862525701522827e-01 6.526335328817367554e-02 6.459670513868331909e-02 4.635626077651977539e-02 8.586531877517700195e-02 6.956071406602859497e-02 7.082886993885040283e-02 7.057131826877593994e-02 8.269777894020080566e-02 5.791347846388816833e-02 1.370307896286249161e-02 -1.059371978044509888e-02 -5.500943399965763092e-03 -8.605581521987915039e-02 -1.242355778813362122e-01 -1.563566476106643677e-01 -9.281928092241287231e-02 -9.588465839624404907e-02 -1.042169779539108276e-01 -7.095614820718765259e-02 -1.701555028557777405e-02 1.649412699043750763e-02 7.563497871160507202e-02 5.948421731591224670e-02 -2.559515461325645447e-02 4.695240408182144165e-02 4.622699634637683630e-04 2.026664465665817261e-02 3.211560472846031189e-02 -1.643899083137512207e-02 -2.438106760382652283e-02 6.408713012933731079e-02 4.904988780617713928e-02 6.949323415756225586e-02 4.593118652701377869e-02 5.059752613306045532e-02 8.595889061689376831e-02 1.182535365223884583e-01
8.915686607360839844e-02 3.449323773384094238e-02 5.851699411869049072e-02 1.907514967024326324e-02 2.141333930194377899e-02 8.293739706277847290e-02 7.658837735652923584e-02 3.845775872468948364e-02 7.926096022129058838e-02 1.483583748340606689e-01 1.131063103675842285e-01 3.499670699238777161e-02 5.320859700441360474e-02 -5.036949366331100464e-02 3.216907754540443420e-02 -8.244614116847515106e-03 2.892424911260604858e-02 -2.989168977364897728e-03 7.704449445009231567e-02 1.182753667235374451e-01 1.537790894508361816e-01 1.294996440410614014e-01 1.816959530115127563e-01 1.218259185552597046e-01 5.311064422130584717e-02 5.908335745334625244e-02 7.100416719913482666e-02 1.174427345395088196e-01 7.009888440370559692e-02 4.040042310953140259e-02 1.418401114642620087e-02 7.121141999959945679e-03 -1.359291025437414646e-03 -1.666819676756858826e-02 -1.477708760648965836e-02 -9.415781497955322266e-02 -1.159045919775962830e-01 -1.091836541891098022e-01 -1.104906871914863586e-01 -1.116518452763557434e-01 -7.302872836589813232e-02 -9.872806072235107422e-02 -7.197412196546792984e-03 1.774421520531177521e-02 2.904619276523590088e-02 8.915983140468597412e-02 3.090601414442062378e-02 -7.049758452922105789e-03 -3.250117227435112000e-02 2.904403023421764374e-02 4.036607686430215836e-03 -8.591429330408573151e-03 2.595289796590805054e-02 5.723184905946254730e-03 2.986953780055046082e-02 2.147308085113763809e-03 1.710627041757106781e-02 4.539016634225845337e-03 7.738049328327178955e-02 1.426009684801101685e-01
1.000816747546195984e-01 2.293229661881923676e-02 3.600647673010826111e-02 2.062151581048965454e-02 5.785377696156501770e-02 7.569192349910736084e-02 7.094392180442810059e-02 7.893323153257369995e-02 7.485842704772949219e-02 8.972243964672088623e-02 5.220881104469299316e-02 2.275525778532028198e-02 1.525972504168748856e-02 2.036455273628234863e-02 1.134163234382867813e-02 2.540111541748046875e-02 6.263854354619979858e-02 8.406572043895721436e-02 1.203550249338150024e-01 1.076415479183197021e-01 1.530430316925048828e-01 1.756158024072647095e-01 1.643896251916885376e-01 1.530975699424743652e-01 4.857804998755455017e-02 3.941965475678443909e-02 1.578764058649539948e-02 6.592862308025360107e-02 5.728813260793685913e-02 7.144869863986968994e-02 1.094645168632268906e-02 -1.857651397585868835e-02 -6.286411732435226440e-02 -5.880219861865043640e-02 -2.039826661348342896e-02 -7.313139736652374268e-02 -1.054778099060058594e-01 -1.223980933427810669e-01 -8.280853927135467529e-02 -7.037527859210968018e-02 -2.761478349566459656e-02 -7.672639191150665283e-02 -3.488873317837715149e-02 2.687136083841323853e-02 -2.369488356634974480e-03 9.218042343854904175e-02 2.463812194764614105e-02 -1.354422792792320251e-02 -3.566315025091171265e-02 3.203009814023971558e-02 9.088975191116333008e-02 1.285970117896795273e-02 5.242833122611045837e-02 1.103982515633106232e-02 1.423040218651294708e-02 4.602264147251844406e-03 -1.242485549300909042e-02 -1.321749854832887650e-02 3.751485841348767281e-03 1.130885332822799683e-01
8.657442778348922729e-02 3.596174344420433044e-02 -5.355748347938060760e-03 -2.914289943873882294e-02 4.503868147730827332e-02 2.983450144529342651e-02 6.847213953733444214e-02 6.467282027006149292e-02 1.731678284704685211e-02 -1.890606060624122620e-02 2.282347530126571655e-02 9.240948408842086792e-02 6.828870624303817749e-02 -1.721667684614658356e-02 5.829155817627906799e-02 1.057396270334720612e-02 9.707994759082794189e-02 5.682309716939926147e-02 1.341075897216796875e-01 7.716847956180572510e-02 1.128855645656585693e-01 1.441545337438583374e-01 1.637366116046905518e-01 8.171289414167404175e-02 5.072060972452163696e-02 -2.776375785470008850e-02 -4.407138749957084656e-02 2.094097621738910675e-02 6.294016540050506592e-02 1.225961819291114807e-01 2.782901003956794739e-02 -3.643590211868286133e-02 -1.000295281410217285e-01 -1.036579906940460205e-01 -2.737758308649063110e-02 1.064969692379236221e-02 1.014564745128154755e-02 -8.230143785476684570e-02 -4.081595689058303833e-02 2.474050596356391907e-02 1.179754547774791718e-02 -2.350716292858123779e-02 3.688678890466690063e-02 3.171755000948905945e-02 1.025890856981277466e-01 6.729730963706970215e-02 -8.848799625411629677e-04 2.349520660936832428e-02 -2.172696636989712715e-03 -1.038489770144224167e-02 -2.532905433326959610e-03 5.785546451807022095e-02 3.046172112226486206e-02 2.978982590138912201e-02 8.571095019578933716e-02 4.336375743150711060e-02 1.376874372363090515e-02 -8.800966665148735046e-03 -1.001367127173580229e-04 2.921324409544467926e-02
2.981819026172161102e-02 5.119857937097549438e-02 -2.319450862705707550e-02 -5.108385160565376282e-02 -7.564179599285125732e-03 3.680216521024703979e-02 7.297067344188690186e-02 1.745200343430042267e-02 2.512355521321296692e-02 -1.971039734780788422e-02 3.549609333276748657e-02 3.528472408652305603e-02 4.055055230855941772e-02 4.571606591343879700e-02 2.579481340944766998e-02 1.941595599055290222e-02 5.315700545907020569e-02 8.427422493696212769e-02 1.497837603092193604e-01 8.636762201786041260e-02 1.281434148550033569e-01 7.676763087511062622e-02 1.179752275347709656e-01 1.040750369429588318e-01 3.017084114253520966e-02 -4.054954275488853455e-02 -3.402275964617729187e-02 -2.856107614934444427e-02 -2.545439451932907104e-02 2.082247845828533173e-02 1.965447328984737396e-02 1.065136399120092392e-03 -6.018043681979179382e-02 -6.694071739912033081e-02 -5.611417442560195923e-02 -1.427624281495809555e-02 2.598985657095909119e-02 -1.773180090822279453e-03 -6.178302690386772156e-03 2.106793783605098724e-02 1.069904491305351257e-01 4.121265187859535217e-02 8.313355594873428345e-02 9.818514436483383179e-02 1.559736281633377075e-01 9.421703219413757324e-02 5.403331667184829712e-02 5.876726284623146057e-02 2.909773960709571838e-02 -6.716980133205652237e-03 -1.333114504814147949e-02 3.565655276179313660e-02 7.523882389068603516e-02 1.717537268996238708e-02 3.374033048748970032e-02 3.573219478130340576e-02 3.660612180829048157e-02 3.708072006702423096e-02 2.858358807861804962e-02 3.531515598297119141e-02
1.574888452887535095e-02 -4.132570698857307434e-02 -9.705808945000171661e-03 -3.212115541100502014e-02 -1.020274776965379715e-02 7.579772174358367920e-02 1.004370674490928650e-02 -2.123857475817203522e-02 -3.315372392535209656e-02 -7.572694867849349976e-02 -4.866149276494979858e-03 8.971658349037170410e-02 9.166805446147918701e-02 8.660677820444107056e-02 6.909376941621303558e-03 1.571916230022907257e-02 6.066762655973434448e-02 6.131837889552116394e-02 1.223844364285469055e-01 1.734846383333206177e-01 1.145799607038497925e-01 1.170886009931564331e-01 2.695705927908420563e-02 3.361754864454269409e-02 4.758863896131515503e-02 -4.413135349750518799e-02 -1.069204807281494141e-01 -9.149238467216491699e-02 -2.980682067573070526e-02 2.888221852481365204e-02 -1.083736494183540344e-02 1.053783297538757324e-02 -3.426973894238471985e-02 -4.451041296124458313e-02 -6.435159593820571899e-02 -5.265469476580619812e-02 -1.260024961084127426e-02 3.768865764141082764e-02 7.704053819179534912e-02 1.543625742197036743e-01 1.537988334894180298e-01 1.184710040688514709e-01 1.698368340730667114e-01 1.573932915925979614e-01 1.885943859815597534e-01 1.138415038585662842e-01 6.829532235860824585e-02 1.883579604327678680e-02 5.183613672852516174e-02 1.305492036044597626e-02 3.906503692269325256e-02 4.237950965762138367e-02 7.666918635368347168e-02 7.954759895801544189e-02 5.687149614095687866e-02 5.688458308577537537e-02 5.183965340256690979e-02 2.696478739380836487e-02 5.374090373516082764e-02 8.056120015680789948e-03
